Date,Elevation (feet),
01-May-1990,6469.41, , , , , , , , , ,
01-Jun-1990,6497.76, , , , , , , , , ,
01-Jul-1990,6504.77, , , , , , , , , ,
01-Aug-1990,6501.37, , , , , , , , , ,
01-Sep-1990,6497.47, , , , , , , , , ,
01-Oct-1990,6494.40, , , , , , , , , ,
01-Nov-1990,6491.32, , , , , , , , , ,
01-Dec-1990,6484.60, , , , , , , , , ,
01-Jan-1991,6476.64, , , , , , , , , ,
01-Feb-1991,6468.04, , , , , , , , , ,
01-Mar-1991,6464.84, , , , , , , , , ,
01-Apr-1991,6469.87, , , , , , , , , ,
01-May-1991,6482.25, , , , , , , , , ,
01-Jun-1991,6503.36, , , , , , , , , ,
01-Jul-1991,6504.71, , , , , , , , , ,
01-Aug-1991,6504.67, , , , , , , , , ,
01-Sep-1991,6503.51, , , , , , , , , ,
01-Oct-1991,6499.53, , , , , , , , , ,
01-Nov-1991,6496.77, , , , , , , , , ,
01-Dec-1991,6490.04, , , , , , , , , ,
01-Jan-1992,6480.41, , , , , , , , , ,
01-Feb-1992,6471.76, , , , , , , , , ,
01-Mar-1992,6470.94, , , , , , , , , ,
01-Apr-1992,6463.81, , , , , , , , , ,
01-May-1992,6477.44, , , , , , , , , ,
01-Jun-1992,6482.38, , , , , , , , , ,
01-Jul-1992,6486.98, , , , , , , , , ,
01-Aug-1992,6485.00, , , , , , , , , ,
01-Sep-1992,6483.05, , , , , , , , , ,
01-Oct-1992,6482.02, , , , , , , , , ,
01-Nov-1992,6481.48, , , , , , , , , ,
01-Dec-1992,6480.16, , , , , , , , , ,
01-Jan-1993,6477.75, , , , , , , , , ,
01-Feb-1993,6471.22, , , , , , , , , ,
01-Mar-1993,6467.70, , , , , , , , , ,
01-Apr-1993,6464.47, , , , , , , , , ,
01-May-1993,6488.37, , , , , , , , , ,
01-Jun-1993,6501.73, , , , , , , , , ,
01-Jul-1993,6505.85, , , , , , , , , ,
01-Aug-1993,6504.00, , , , , , , , , ,
01-Sep-1993,6501.84, , , , , , , , , ,
01-Oct-1993,6500.84, , , , , , , , , ,
01-Nov-1993,6495.89, , , , , , , , , ,
01-Dec-1993,6487.93, , , , , , , , , ,
01-Jan-1994,6479.76, , , , , , , , , ,
01-Feb-1994,6471.71, , , , , , , , , ,
01-Mar-1994,6472.54, , , , , , , , , ,
01-Apr-1994,6471.86, , , , , , , , , ,
01-May-1994,6490.25, , , , , , , , , ,
01-Jun-1994,6496.80, , , , , , , , , ,
01-Jul-1994,6493.58, , , , , , , , , ,
01-Aug-1994,6492.43, , , , , , , , , ,
01-Sep-1994,6490.89, , , , , , , , , ,
01-Oct-1994,6488.01, , , , , , , , , ,
01-Nov-1994,6484.36, , , , , , , , , ,
01-Dec-1994,6479.55, , , , , , , , , ,
01-Jan-1995,6473.60, , , , , , , , , ,
01-Feb-1995,6469.25, , , , , , , , , ,
01-Mar-1995,6469.98, , , , , , , , , ,
01-Apr-1995,6463.08, , , , , , , , , ,
01-May-1995,6466.81, , , , , , , , , ,
01-Jun-1995,6497.72, , , , , , , , , ,
01-Jul-1995,6502.61, , , , , , , , , ,
01-Aug-1995,6500.61, , , , , , , , , ,
01-Sep-1995,6500.09, , , , , , , , , ,
01-Oct-1995,6496.98, , , , , , , , , ,
01-Nov-1995,6494.45, , , , , , , , , ,
01-Dec-1995,6488.42, , , , , , , , , ,
01-Jan-1996,6479.68, , , , , , , , , ,
01-Feb-1996,6470.96, , , , , , , , , ,
01-Mar-1996,6464.93, , , , , , , , , ,
01-Apr-1996,6468.65, , , , , , , , , ,
01-May-1996,6473.03, , , , , , , , , ,
01-Jun-1996,6496.79, , , , , , , , , ,
01-Jul-1996,6503.47, , , , , , , , , ,
01-Aug-1996,6500.37, , , , , , , , , ,
01-Sep-1996,6495.12, , , , , , , , , ,
01-Oct-1996,6491.89, , , , , , , , , ,
01-Nov-1996,6489.06, , , , , , , , , ,
01-Dec-1996,6483.51, , , , , , , , , ,
01-Jan-1997,6478.35, , , , , , , , , ,
01-Feb-1997,6470.12, , , , , , , , , ,
01-Mar-1997,6470.53, , , , , , , , , ,
01-Apr-1997,6473.52, , , , , , , , , ,
01-May-1997,6487.81, , , , , , , , , ,
01-Jun-1997,6500.20, , , , , , , , , ,
01-Jul-1997,6503.24, , , , , , , , , ,
01-Aug-1997,6503.57, , , , , , , , , ,
01-Sep-1997,6504.06, , , , , , , , , ,
